Baltimore Classification	Type	Genome Info	Family	Genus	Species	Organism Name	Organism Groups	Assembly	Level	Size(Mb)	GC%	Host	CDS	Neighbors	Release Date	RefSeq FTP	Type	Reference Source Information	Observation																																																																																																																																																																																																																																												
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Argentinian mammarenavirus	Argentinian mammarenavirus	Viruses;Other;Arenaviridae	GCA_000856545.1	Complete	0.010525	41.5667	"human,vertebrates"	4	52	2003-08-24T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/545/GCF_000856545.1_ViralMultiSegProj15028																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Brazilian mammarenavirus	Brazilian mammarenavirus	Viruses;Other;Arenaviridae	GCA_000855825.1	Complete	0.010499	39.6748	human	4	5	1996-08-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/825/GCF_000855825.1_ViralMultiSegProj15054																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Chapare mammarenavirus	Chapare mammarenavirus	Viruses;Other;Arenaviridae	GCA_000879235.1	Complete	0.010464	40.0116	human	4		2008-04-02T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/879/235/GCF_000879235.1_ViralMultiSegProj29223																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Flexal mammarenavirus	Flexal mammarenavirus	Viruses;Other;Arenaviridae	GCA_000872925.1	Complete	0.010448	41.8562		4	1	2002-10-02T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/872/925/GCF_000872925.1_ViralMultiSegProj29903			Missing human host																																																																																																																																																																																																																																												
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Guanarito mammarenavirus	Guanarito mammarenavirus	Viruses;Other;Arenaviridae	GCA_000853765.1	Complete	0.010424	40.6621	"human,vertebrates"	4	43	2002-09-25T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/765/GCF_000853765.1_ViralMultiSegProj14939																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Lassa mammarenavirus	Lassa mammarenavirus	Viruses;Other;Arenaviridae	GCA_000851705.1	Complete	0.010681	42.0874	"human,vertebrates"	4	614	1989-06-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/851/705/GCF_000851705.1_ViralMultiSegProj14864	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Lujo mammarenavirus	Lujo mammarenavirus	Viruses;Other;Arenaviridae	GCA_000885555.1	Complete	0.010352	42.3863	human	4	2	2009-06-04T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/885/555/GCF_000885555.1_ViralMultiSegProj38405																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	Viruses;Other;Arenaviridae	GCA_000851025.1	Complete	0.010056	42.3136	"human,vertebrates"	4	78	1989-06-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/851/025/GCF_000851025.1_ViralMultiSegProj14862	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Arenaviridae	Mammarenavirus	Machupo mammarenavirus	Machupo mammarenavirus	Viruses;Other;Arenaviridae	GCA_000853725.1	Complete	0.010635	41.7761	"human,vertebrates"	4	43	2002-09-25T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/725/GCF_000853725.1_ViralMultiSegProj14931																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Andes orthohantavirus	Andes orthohantavirus	Viruses;Other;Hantaviridae	GCA_000850405.1	Complete	0.012104	38.5428	"human,vertebrates"	4	75	2000-10-10T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/405/GCF_000850405.1_ViralMultiSegProj14746																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Bayou orthohantavirus	Bayou orthohantavirus	Viruses;Other;Hantaviridae	GCA_002816435.1	Complete	0.012189	39.4689	"human,vertebrates"	3		1995-01-27T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/816/435/GCF_002816435.1_ASM281643v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Dobrava-Belgrade orthohantavirus	Dobrava-Belgrade orthohantavirus	Viruses;Other;Hantaviridae	GCA_000863045.1	Complete	0.01184	39.2026	"human,vertebrates"	3	69	2003-03-27T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/863/045/GCF_000863045.1_ViralMultiSegProj15319																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Hantaan orthohantavirus	Hantaan orthohantavirus	Viruses;Other;Hantaviridae	GCA_000856085.1	Complete	0.011845	38.5469	"human,vertebrates"	3	566	1987-04-08T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/085/GCF_000856085.1_ViralMultiSegProj14929	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Hantavirus Z10	Hantavirus Z10	Viruses;Other;Hantaviridae	GCA_000855785.1	Complete	0.01185	39.3134	human	3	2	1999-10-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/785/GCF_000855785.1_ViralMultiSegProj15044																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Puumala orthohantavirus	Puumala orthohantavirus	Viruses;Other;Hantaviridae	GCA_000854405.1	Complete	0.012062	36.9773	"human,vertebrates"	3	166	1991-08-02T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/405/GCF_000854405.1_ViralMultiSegProj14930																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Seoul orthohantavirus	Seoul virus 80-39	Viruses;Other;Hantaviridae	GCA_000855645.1	Complete	0.01195	38.9753	"human,vertebrates"	3	253	1991-07-23T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/645/GCF_000855645.1_ViralMultiSegProj15027																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Sin Nombre orthohantavirus	Sin Nombre orthohantavirus	Viruses;Other;Hantaviridae	GCA_000854765.1	Complete	0.012317	38.3975	"human,vertebrates"	4	24	1994-01-19T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/765/GCF_000854765.1_ViralMultiSegProj15005																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Hantaviridae	Orthohantavirus	Tula orthohantavirus	Tula orthohantavirus	Viruses;Other;Hantaviridae	GCA_000855225.1	Complete	0.012066	38.0407	"human,vertebrates"	4	36	1995-11-20T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/225/GCF_000855225.1_ViralMultiSegProj14936																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Nairoviridae	Orthonairovirus	Burana orthonairovirus	Tacheng Tick Virus 1	Viruses;Other;Nairoviridae	GCA_001755105.1	Complete	0.019171	47.8497	"human,invertebrates,vertebrates"	3	3	2015-02-08T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/755/105/GCF_001755105.1_ViralMultiSegProj344600																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	Viruses;Other;Nairoviridae	GCA_000854165.1	Complete	0.019146	42.2463	"human,invertebrates,vertebrates"	3	498	1997-03-04T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/165/GCF_000854165.1_ViralMultiSegProj15026																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Nairoviridae	Orthonairovirus	Nairobi sheep disease virus	Nairobi sheep disease virus	Viruses;Other;Nairoviridae	GCA_002117695.1	Complete	0.018748	44.2028	"human,invertebrates"	3	26	2014-12-09T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/695/GCF_002117695.1_ViralMultiSegProj384967																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/New York/392/2004(H3N2))	Viruses;Other;Orthomyxoviridae	GCA_000865085.1	Complete	0.013627	42.9178	"human,vertebrates"	12	124	2005-08-01T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/865/085/GCF_000865085.1_ViralMultiSegProj15622	Reference	NCBI																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Korea/426/1968(H2N2))	Viruses;Other;Orthomyxoviridae	GCA_000866645.1	Complete	0.01346	43.3652	"human,vertebrates"	12	124	1989-12-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/866/645/GCF_000866645.1_ViralMultiSegProj15620	Reference	NCBI																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Shanghai/02/2013(H7N9))	Viruses;Other;Orthomyxoviridae	GCA_000928555.1	Complete	0.013191	44.3369	"human,vertebrates"	12	124	2013-05-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/928/555/GCF_000928555.1_ViralMultiSegProj274585	Reference	NCBI																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/California/07/2009(H1N1))	Viruses;Other;Orthomyxoviridae	GCA_001343785.1	Complete	0.013158	43.6638	"human,vertebrates"	11	124	2009-04-28T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/343/785/GCF_001343785.1_ViralMultiSegProj274766	Reference	NCBI																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Puerto Rico/8/1934(H1N1))	Viruses;Other;Orthomyxoviridae	GCA_000865725.1	Complete	0.013588	43.381	"human,vertebrates"	12	124	1982-06-09T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/865/725/GCF_000865725.1_ViralMultiSegProj15521	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/Hong Kong/1073/99(H9N2))	Viruses;Other;Orthomyxoviridae	GCA_000851145.1	Complete	0.013498	44.0605	"human,vertebrates"	10	124	2000-06-30T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/851/145/GCF_000851145.1_ViralMultiSegProj14892																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	Influenza A virus (A/goose/Guangdong/1/1996(H5N1))	Viruses;Other;Orthomyxoviridae	GCA_000864105.1	Complete	0.01359	44.1255	"human,vertebrates"	12	124	1999-08-31T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/864/105/GCF_000864105.1_ViralMultiSegProj15617	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	Influenza B virus (B/Lee/1940)	Viruses;Other;Orthomyxoviridae	GCA_000820495.2	Complete	0.014452	40.1517	"human,vertebrates"	10	9	1987-06-30T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/495/GCF_000820495.2_ViralMultiSegProj14656																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	Influenza C virus (C/Ann Arbor/1/50)	Viruses;Other;Orthomyxoviridae	GCA_000856665.2	Complete	0.012906	37.2985	"human,vertebrates"	9	1	2004-06-29T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/665/GCF_000856665.10_ViralMultiSegProj15055	Reference	NCBI																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	Thogoto thogotovirus	Viruses;Other;Orthomyxoviridae	GCA_000854245.1	Complete	0.010461	48.0266	"invertebrates,vertebrates"	7	10	1992-02-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/245/GCF_000854245.1_ViralMultiSegProj15043			Missing human host																																																																																																																																																																																																																																												
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Batai orthobunyavirus	Batai virus	Viruses;Other;Peribunyaviridae	GCA_004789555.1	Complete	0.01227	33.7109	"human,invertebrates,vertebrates"	4	17	2012-12-09T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/555/GCF_004789555.1_ASM478955v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Bunyamwera orthobunyavirus	Bunyamwera virus	Viruses;Other;Peribunyaviridae	GCA_000849925.1	Complete	0.012294	35.1611	"human,invertebrates,vertebrates"	4	55	1988-09-30T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/925/GCF_000849925.1_ViralMultiSegProj14649	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Bwamba orthobunyavirus	Bwamba orthobunyavirus	Viruses;Other;Peribunyaviridae	GCA_002118905.1	Complete	0.012587	31.3468	"human,invertebrates"	4	3	2014-09-15T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/905/GCF_002118905.1_ViralMultiSegProj385639																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Cache Valley orthobunyavirus	Cache Valley virus	Viruses;Other;Peribunyaviridae	GCA_004789995.1	Complete	0.012283	35.4075	"human,invertebrates,vertebrates"	4	32	2017-07-27T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/995/GCF_004789995.1_ASM478999v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Caraparu orthobunyavirus	Caraparu virus	Viruses;Other;Peribunyaviridae	GCA_002118585.1	Complete	0.012259	35.0144	"human,invertebrates,vertebrates"	4	11	2014-03-03T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/585/GCF_002118585.1_ViralMultiSegProj385630																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Catu orthobunyavirus	Catu virus	Viruses;Other;Peribunyaviridae	GCA_002831305.1	Complete	0.012024	37.203	human	3		2015-12-01T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/831/305/GCF_002831305.1_ASM283130v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Fort Sherman orthobunyavirus	Fort Sherman virus	Viruses;Other;Peribunyaviridae	GCA_004789975.1	Complete	0.012294	34.8929	"human,vertebrates"	4	6	2017-07-27T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/975/GCF_004789975.1_ASM478997v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Guaroa orthobunyavirus	Guaroa virus	Viruses;Other;Peribunyaviridae	GCA_002118805.1	Complete	0.012265	34.0986	human	5	36	2015-04-19T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/805/GCF_002118805.1_ViralMultiSegProj385632																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Ilesha orthobunyavirus	Ilesha virus	Viruses;Other;Peribunyaviridae	GCA_004789595.1	Complete	0.012298	32.3485	"human,invertebrates"	4	7	2013-09-10T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/595/GCF_004789595.1_ASM478959v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Ingwavuma orthobunyavirus	Ingwavuma virus	Viruses;Other;Peribunyaviridae	GCA_004789635.1	Complete	0.012388	36.5842	"human,vertebrates"	3		2014-05-04T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/635/GCF_004789635.1_ASM478963v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Keystone orthobunyavirus	Keystone virus	Viruses;Other;Peribunyaviridae	GCA_004790075.1	Complete	0.012455	35.0889	"human,invertebrates"	4	16	2016-11-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/790/075/GCF_004790075.1_ASM479007v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	La Crosse orthobunyavirus	La Crosse virus	Viruses;Other;Peribunyaviridae	GCA_000850965.1	Complete	0.012491	36.6648	"human,invertebrates,vertebrates"	4	87	2002-08-13T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/965/GCF_000850965.1_ViralMultiSegProj14847	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Madrid orthobunyavirus	Madrid virus	Viruses;Other;Peribunyaviridae	GCA_002118405.1	Complete	0.012604	34.2612	"human,vertebrates"	4	2	2014-03-03T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/405/GCF_002118405.1_ViralMultiSegProj385629																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Marituba orthobunyavirus	Marituba virus	Viruses;Other;Peribunyaviridae	GCA_002118745.1	Complete	0.012599	34.8702	"human,invertebrates,vertebrates"	4	12	2014-03-03T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/745/GCF_002118745.1_ViralMultiSegProj385627																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Melao orthobunyavirus	Melao virus	Viruses;Other;Peribunyaviridae	GCA_004790135.1	Complete	0.012424	34.5202	"human,invertebrates"	4	13	2016-11-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/790/135/GCF_004790135.1_ASM479013v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Oriboca orthobunyavirus	Oriboca virus	Viruses;Other;Peribunyaviridae	GCA_002118565.1	Complete	0.012259	35.3876	"human,invertebrates,vertebrates"	4	5	2014-03-03T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/565/GCF_002118565.1_ViralMultiSegProj385626																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Oropouche orthobunyavirus	Oropouche virus	Viruses;Other;Peribunyaviridae	GCA_000853785.1	Complete	0.011985	35.3854	"human,invertebrates,vertebrates"	4	177	2002-12-24T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/785/GCF_000853785.1_ViralMultiSegProj14943																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Tacaiuma orthobunyavirus	Tacaiuma orthobunyavirus	Viruses;Other;Peribunyaviridae	GCA_006298125.1	Complete	0.012162	37.0161	"human,vertebrates"	3		2018-01-01T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/298/125/GCF_006298125.1_ASM629812v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Tataguine orthobunyavirus	Tataguine virus	Viruses;Other;Peribunyaviridae	GCA_004789815.1	Complete	0.012052	35.0475	"human,invertebrates"	3		2015-12-01T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/789/815/GCF_004789815.1_ASM478981v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Tucunduba orthobunyavirus	Tucunduba virus	Viruses;Other;Peribunyaviridae	GCA_002029635.1	Complete	0.012323	31.8532	"human,invertebrates"	3		2017-03-07T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/029/635/GCF_002029635.1_ViralMultiSegProj379134																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Umbre orthobunyavirus	Umbre virus	Viruses;Other;Peribunyaviridae	GCA_002814435.1	Complete	0.012217	36.8804	"human,invertebrates"	4		2015-12-01T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/435/GCF_002814435.1_ASM281443v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Peribunyaviridae	Orthobunyavirus	Wyeomyia orthobunyavirus	Wyeomyia orthobunyavirus	Viruses;Other;Peribunyaviridae	GCA_002814455.1	Complete	0.012461	32.1305	"human,invertebrates"	3	14	2012-02-06T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/814/455/GCF_002814455.1_ASM281445v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Bandavirus	Bhanja virus	Bhanja virus	Viruses;Other;Phenuiviridae	GCA_001019855.1	Complete	0.011511	45.3022	"human,invertebrates"	4	12	2013-01-21T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/019/855/GCF_001019855.1_ViralMultiSegProj285593																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Bandavirus	Dabie bandavirus	Severe fever with thrombocytopenia syndrome virus	Viruses;Other;Phenuiviridae	GCA_003087855.1	Complete	0.011272	48.8407	"human,invertebrates,vertebrates"	4		2016-04-09T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/087/855/GCF_003087855.1_ASM308785v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Bandavirus	Heartland bandavirus	Heartland virus	Viruses;Other;Phenuiviridae	GCA_000922255.1	Complete	0.011567	46.3289	"human,invertebrates"	4	6	2012-08-30T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/922/255/GCF_000922255.1_ViralMultiSegProj255997																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Phlebovirus	Chandiru virus	Chandiru virus	Viruses;Other;Phenuiviridae	GCA_000891915.1	Complete	0.012495	39.5243	"human,invertebrates,vertebrates"	4	15	2011-04-02T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/891/915/GCF_000891915.1_ViralMultiSegProj65423																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Phlebovirus	Naples phlebovirus	Toscana virus	Viruses;Other;Phenuiviridae	GCA_000854285.1	Complete	0.012488	44.5977	"human,invertebrates,vertebrates"	4	11	1991-03-11T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/285/GCF_000854285.1_ViralMultiSegProj15053																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Phlebovirus	Punta Toro phlebovirus	Punta Toro virus	Viruses;Other;Phenuiviridae	GCA_002815115.1	Complete	0.012618	40.3507	"human,invertebrates,vertebrates"	4	47	2015-05-10T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/815/115/GCF_002815115.1_ASM281511v1																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Phlebovirus	Rift Valley fever phlebovirus	Rift Valley fever virus	Viruses;Other;Phenuiviridae	GCA_000847345.1	Complete	0.011979	45.1243	"human,invertebrates,vertebrates"	4	516	2007-01-31T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/345/GCF_000847345.1_ViralMultiSegProj14631	Reference	ViralZone																																																																																																																																																																																																																																													
V	(-)ssRNA	Segmented	Phenuiviridae	Phlebovirus	SFTS phlebovirus	SFTS virus HB29	Viruses;Other;Phenuiviridae	GCA_000897355.1	Complete	0.01149	48.8164	"human,invertebrates,vertebrates"	4	329	2011-03-09T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/897/355/GCF_000897355.1_ViralMultiSegProj170539																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Phlebovirus	Sicilian phlebovirus	Sandfly fever Turkey virus	Viruses;Other;Phenuiviridae	GCA_000891955.1	Complete	0.012603	43.6384	"human,invertebrates"	4	10	2010-08-02T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/891/955/GCF_000891955.1_ViralMultiSegProj66185																																																																																																																																																																																																																																															
V	(-)ssRNA	Segmented	Phenuiviridae	Uukuvirus	Uukuniemi virus	Uukuniemi virus	Viruses;Other;Phenuiviridae	GCA_000851865.1	Complete	0.011372	47.719	invertebrates	5	8	1992-11-24T00:00:00Z	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/851/865/GCF_000851865.1_ViralMultiSegProj14902	Reference	ViralZone	Missing human host																																																																																																																																																																																																																																												
